name,line
AMY, Nope. I'm your worst nightmare...Amy Santiago.
JAKE," Oh, no."
JAKE, Allow me to explain. Amy and I were ahead of you the whole time.
AMY," No, you weren't part of this. Get back over to the loser side, loser."
JAKE, All right. Worth a shot.
AMY," Well, it all started when I went to tell Jake how badly he hurt my feelings, and he yelled at my breasts."
JAKE," Oh, boy, I am not going to come off well in this story."
AMY," Nope. Remember when you set off the witch? You made Captain Holt flinch, which was weird, since his door as closed, but not weird, since he actually heard it over a bug he planted at your desk. It was in an old muffin that you never threw in the trash."
JAKE, That's why people throw away garbage.
AMY, How are we together? 
JAKE, Eh.
AMY," Anyway, I tapped into the bug's frequencies, so I had ears on Jake. I needed to know what Holt was up to. That's where Hitchcock came in."
AMY," You did one small thing, and I had to explain it to you, like, 45 times. He left a tiny crack in the blinds, so I could read the Captain's lips. ""Sharon and your kids will distract Jake. They'll be here at 9:30 sharp. My waffle xylophone on the cheese man.” "
AMY," My lip-reading is not flawless. Now that I knew your plan, it was simple to disrupt. While Scully gracefully moved the witch, I got into character. Holt triggered the witch, which brought Jake into the room."
AMY," Exactly as I planned. Then I sent you all here, placed an out-of-order sign on the perfectly functional elevator, made you all walk up and vomit twice. "
JAKE," Actually, it was four times, if you count all the stairwell stuff."
AMY," You thought I was just Holt's lackey. And you thought I was just Jake's girlfriend. Well, I'm my own person, capable of making my own decisions, and I decided to humiliate you both."
JAKE," Well, you did, and it was awesome. One last question: where's the crown?"
AMY," Oh, it's at Shaw's Bar, the official site of my coronation."
JAKE," All hail the crown of destiny. And all hail she who wears it, Amy Santiago, the…"
AMY, Queen.
JAKE, Queen of the Nine-Nine.
AMY, I believe there's something else you both need to say.
JAKE, Nope.
AMY," Guys, guys, the marshal gave me good news about Jake."
AMY," No, Charles. Jake is still wherever he is, but since it's been six months, the marshal is letting me write a one-page letter to Jake which she will read to him and then set on fire. Is there anything you guys want me to write?"
AMY, Will do.
AMY," Rosa, anything you want to tell Jake?"
AMY, You want me to write that you nodded slightly?
AMY," Yeah, I'll just tell him that everything's exactly the same."
AMY," Uh, if I may ask, how did you become captain? You just seem a little, uh..."
AMY," No. No, no, no, no."
AMY," I think we all agree that C.J. is, to put it mildly, not very impressive."
AMY," Something has to be done, and I have a plan. We use mankind's greatest weapon."
AMY, The written word.
AMY," I drafted a letter to One Police Plaza saying that we think Captain Stentley is not a good fit for our precinct. If we all sign it, they'll have to act."
AMY," Wait, she actually got that?"
AMY, What?
AMY, Come on.
AMY, Boyle.
AMY, I work here.
AMY," Hey, Diaz."
AMY, Right. The walls.
AMY, I need the crime stats from last month.
AMY," Seriously, Boyle?"
AMY, Honestly? A little.
AMY," I can't believe they all let C.J. and Gina just buy them off. But we don't need them, 'cause we've got you, and you're a sergeant. Did you sign the letter yet?"
AMY, What did he give you?
AMY, What did he give you?
AMY, I'm sending this letter with or without your signature. Enjoy your blood yogurt.
JAKE," We've been targeted by Jimmy ""The Butcher"" Figgis, the mafia boss. We're in witness protection, and that is the full truth."
JAKE, That's impossible.
JAKE, Hello.
JAKE, Wait.
JAKE, Great news.
JAKE, I found Figgis.
JAKE," This is bad. Figgis has the marshal, and now he knows where we are. We're sitting ducks. That's the worst kind of duck."
JAKE," Look, the clock is ticking. We only have one option. Jailbreak."
JAKE, By using this rag-tag team of inmates. Our very own Suicide Squad.
JAKE," All right, let's rally the troops."
JAKE," Hey, fellow prisoners. Hi, there. Everyone, look, we haven't connected as much as maybe we should have. That's our fault. Why don't I just kick things off."
JAKE," I'm Jake, and I like baseball."
JAKE, Now you say something about yourself.
JAKE," Great, so now that we're all ""vibing"" at 100, quick question: If there were to a be a jailbreak ""of sorts,"" how many of you guys would be interested in that? Obviously if you have any moral objection-"
JAKE," Okay, your hands are already all up, so I say we hop on this pony. Great. Now, do any of you have any special skills? Maybe the ability to pick a lock?"
JAKE, Glass eye? We'll definitely find some use for that.
JAKE," How about you, sir?"
JAKE, Uh huh.
JAKE, Okay.
JAKE," Oh, doesn't he? He's been here for weeks. He knows the guard's comings and goings."
JAKE," Thank you for sharing, Evan. You are valued here."
JAKE," Your turn, old-timer."
JAKE, It's always guys like this that unlock the entire operation.
JAKE, What do you bring to the table?
JAKE, And?
JAKE, And?
JAKE," Oh, that's so sad. Okay, so find something for Tito to do."
AMY," So I heard from One Police Plaza. They received my letter, and apparently they also received hundreds of others in support of C.J."
AMY, You know what? Congratulations. You just made sure that a terrible captain will be sticking around here indefinitely.
AMY, Never!
AMY, Boyle!
AMY," Listen, you selfish jerks, that guy in there, the one playing the bongos right now."
AMY," He thinks we're killing it, so he's just staying out of our way."
AMY," He always inspired us to work harder and smarter, to be better. And if he were here right now, he'd be ashamed of us."
JAKE, You swear this guy's about to meet up with his mistress?
JAKE," Well, there he goes. Okay, now we got to get rid of the other deputy. Glass eye, you're up."
JAKE," Oh, so much drier than I would have thought. Did I want it to be wet?"
JAKE, Right! Sorry. Just holding an eyeball in my hand. No big deal. Here we go.
JAKE, Yah.
JAKE," And great. Now we stage a fight; when the sheriff comes in to break it up, we take him down."
JAKE, Yah!
JAKE," I don't know, maybe he's not buying it. Hit me harder."
JAKE, Oh!
JAKE," No, he'd probably love that."
JAKE," But you know what he would hate? Okay, just go with me on this, all right?"
JAKE, Ugh.
JAKE, I can't stay mad at you.
JAKE, Is it working?
JAKE, You have the most important job of all. Tell everyone what you saw here today.
JAKE," We don't have time for this, Tito!"
AMY," Why? So you can show off some new cool thing that C.J. got you? Let me guess, golden suspenders?"
AMY, Dana? Who's Dana?
JAKE," I can't believe we're fugitives on the lam, falsely accused of a crime."
JAKE," Yeah, but we were just doing what we had to do. We're the good guys."
JAKE, This is what they all think.
JAKE, It's time to call the Nine-Nine.
JAKE, What is going on with you?
JAKE," Sir, we just shared one of the longest kisses of my life. I think we can be honest with each other."
JAKE," Captain, it's the Nine-Nine. There's nothing wrong with asking for help from people that care about you."
AMY, What?
AMY," Sorry, guys. I kinda feel like this is my fault."
JAKE," Yeah, but we don’t know when that's gonna be, and we need food and supplies."
JAKE," Holt, are you trying to draw attention to us? Nobody drinks water here. Choose something blue or green."
JAKE," Good choice. (Jake turns and picks up two cans of body spray) I should probably get some body spray as well. What sounds better, Liquid Moan or Turnpike?"
JAKE," I know, but I'm about to see Amy for the first time in forever, and I want to smell like a (Jake pauses and reads one of the sprays) ""Hot New Jersey breeze,"" ugh."
JAKE," Good call. All right, let’s get out of here."
JAKE," Right on, bro."
JAKE," Oh, no. That doesn't matter. We don't need it."
JAKE," No, no, no. Don't do that smoking is bad. You should quit smoking right now."
JAKE, Yeah. I got caught on top of the fence. Check out my calf it's like Scratch City. (We see Jake's legs with a few scratches down them) How about you?
JAKE," Oh, my God! (Jake looks away, pauses, then looks back) Oh, my God! (He blinks and then looks away again)."
JAKE," It's gonna be fine. (Jake then looks at Holt's leg again) Oh, my God!"
AMY," I'm pretty sure there's gonna be snacks in Florida, Scully."
AMY," Shut up, Hitchcock. Obviously, we're all going."
JAKE, I went to a 24-hour vet and got surgical supplies. I was in and out like a ninja.
JAKE," Needles, needles, need- (The stool slips from under him and he grabs onto the shelves, pulling them down on top of him) whoa!"
JAKE, So many dogs!
JAKE," All right. This is gonna hurt. But I'm gonna get you through it. (Jake grabs the pipe but wretches) Oh, God, I'm gonna throw up into your cut. (Jake then turns to face the other way) Ahhh, I saw inside of you. How are humans alive?"
JAKE, Okay.
JAKE," Ugh, what was that sound? I did not like that squish sound."
JAKE, Talking about what?
JAKE," Very much, you know. Oh, God, what if it doesn't go well? We haven't seen each other in a while, and what if it's weird? (Jake turns around to see Holt sewing himself up) Uhhh! (He turns back around)"
JAKE," I don't- I don't know. I mean, maybe we've grown apart. Maybe she'll be repulsed by my frosted tips. I was gonna defrost them before I saw her for the first time."
JAKE, What?
JAKE, Huh.
JAKE, I can't believe I did it. I'm so strong.
AMY," Ooh, we're crossing into Virginia."
AMY," Fun fact: Virginia is not technically a state, but a commonwealth."
AMY," Gross, Hitchcock!"
AMY," No, brake lights!"
JAKE," I tried, but I got recognized."
JAKE, Do you (He pauses) watch a lot of pornography? 'Cause (he pauses again) I'm in most of it.
JAKE, Where are we gonna go?
JAKE, Or Figgis! Do we have any weapons?
JAKE, I would sooner surrender than go anywhere near your gooey body pipe.
JAKE," Oh, no, I'm gonna do it. (Disgusted, he picks up the metal pipe)"
JAKE, Oh!
AMY, Jake?
JAKE," Amy, (he struggles to breath) It's so good to see you."
JAKE, Thank you guys so much for coming. I can't wait to catch up with all of you when this is done.
JAKE," Again, when this is done, Hitchcock."
JAKE," Gina, you look like a fresh wizard, and I love it."
JAKE," So we know that Figgis is in Coral Palms, but we don't know where he is, and we don't know how many guys he's got with him. The plan is to lure them into the Fun Zone and ambush them. Any questions?"
JAKE, Yes.
JAKE," All right, once we get to the Fun Zone, I'll fill everyone in on the mission details. (He points at the crew) You guys come with me. (He then turns to Holt) Captain, you stay here and rest."
JAKE," All right, then stand up."
JAKE," Hey, we never really got a chance to say hi."
AMY, Yeah. Hi.
JAKE, Hi.
JAKE, So everyone's just gonna watch us?
AMY," Come on, man."
JAKE, How did you get there so fast?
AMY, Ugh.
JAKE," Welcome to the Fun Zone. I know the manager, and he's agreed to shut the place down for the day, so there won't be any civilians around."
JAKE," No, those are actually always there something about lead being in the air and water and ground."
JAKE," Anyways, you all have your assignments. Let's plan an ambush. (He pumps his fist) Nine-Nine!"
JAKE," Chills, you guys. Literally, chills."
JAKE," Good call. Blocking the door. Keep it up, smorty-pants."
AMY, Oh
JAKE," Uh Mwah. (He then kisses her on the forehead awkwardly) One of our classic forehead smooches, just like I planned."
AMY, This is weird.
JAKE, Should we have sex?
AMY, What?
JAKE, Huh?
AMY," Yeah. I mean, no."
JAKE," No, things aren't weird, or no to the sex?"
AMY, Maybe we should just-
JAKE," You're right. Just concentrate on Figgis, and we'll figure this out later."
AMY," No, I was gonna say maybe we should talk, but yeah, it can wait till after Figgis."
JAKE, Ah.
AMY, We have the rest of our lives to talk.
JAKE," Yeah, unless he kills us first."
JAKE," What a weird joke. Regret saying that one. Wow, things are (he pauses) clickin'."
AMY, I'm gonna go make sure there's enough balls in- in the ball pit.
JAKE, Yup.
JAKE, Important to get on them balls. (he then talks to himself) What is wrong with me?
JAKE," All right, everybody ready?"
JAKE, Good. Let's set this trap.
JAKE," Hello, Figgis."
JAKE, Thank you.
JAKE, Congrats on sucking.
JAKE, Wouldn't you like you know?
JAKE, You're never gonna find me.
JAKE, I'm invisible.
JAKE," I'm everywhere, and I'm nowhere."
JAKE, And I'm coming for you.
JAKE," Peace out, loser."
JAKE," This ends tonight. (Without looking, Jake throws it backwards. The basket ball bounces off a metal frame and hits Amy in the head) Uh!"
AMY, Ow!
JAKE," Oh, sorry, babe."
AMY, What were you aiming for?
JAKE, Hey.
AMY, Hey.
JAKE," Got you a bag of Blue Rad-berry slushie for the swelling. (He hands the bag to her) I would've just gotten ice, but a possum died in the ice machine."
AMY, Cool.
JAKE, Yeah.
AMY, Why do we keep hurting each other?
JAKE, I don't know. Maybe I'm overthinking it. It just feels like we're not-
AMY, On the same page.
JAKE, Clicking.
JAKE, That was basically the same thing. I count that.
AMY, Yeah.
JAKE," Look, I know this isn't the right time for some big talk, but I just want us to be normal again."
AMY," Yeah, me too."
JAKE, I hope you're a better kisser than Holt.
AMY, What?
JAKE, Why did I say that?
AMY, Why did you kiss Holt?
JAKE," I didn't. I did. We (he pauses) did it to get out of jail, but it didn't mean anything. Just forget I said anything, right? Rewind. (He then makes noises, mimicking a rewinding tape) And kiss."
AMY, Jake-
JAKE," You want to know if there was tongue. I can tell you, decidedly there was not."
AMY," No, Jake. Figgis is here."
JAKE," Okay, well, good talk. Don't die. Holt had very soft lips. Wish I hadn't said that one either. We should get into positions."
AMY," Yeah, okay."
JAKE," Hey, kill the lights! Figgis is here!"
JAKE, I don't think so.
JAKE," Put down the weapon, Figgis."
JAKE," There you go. Oh, yes. I've been waiting for this moment a long time. You ruined my life. I had to live in Florida for six months!"
JAKE," Yeah, it's the most disgusting thing I've ever tasted. It somehow burned my mouth and is cold at the same time. But none of that changes the fact that you're about to go to prison for the rest of your life."
JAKE, What? No!
JAKE, You don't understand. I'm a detective with the NYPD. This is Jimmy Figgis; he's wanted by the FBI.
JAKE," He's lying. ""Constantine Binvoglio"". It's clearly a name he just made up. I'm very impressed. That was pretty good."
JAKE," All right, fine, I will put down my weapon, but you have to promise me you will not let this man go."
JAKE, Thank you.
JAKE, No!
JAKE," How do you think you're getting out of this, Figgis? Do you even have a plan?"
JAKE, Pfft. You're scrambling.
AMY, Let him go.
JAKE, He's not gonna shoot me. He needs me alive to get out of here.
JAKE, Oh!
AMY, Are you okay? I'm sorry I shot you. I thought that's what the nod meant.
JAKE," It was. It was awesome. It was actually just like the end of ""Speed"", which is a pretty good movie. It's not as good as ""Die Hard"". ""Die Hard""'s perf-"
AMY," Okay, Jake, I'm gonna go after Figgis."
JAKE," Yeah, I was gonna say, you should keep going after Figgis. Same page, still."
AMY, Get out of the car!
JAKE," Hey, how's the sheriff?"
AMY," Well, he keeps yelling, ""Disability for life!"" So I think he's fine. Also, Coral Palms PD found your marshal at Figgis's hideout, alive at well."
JAKE," Oh, that's great."
AMY, Yeah. How are you doing?
JAKE," Fine you know, just getting bandaged up. (He turns to the EMT) Actually, can you give us a second? Thanks."
JAKE, It hurts so bad. I just didn't want to seem weak in front of EMT Craig.
AMY," So I know this is weird to say, because I just shot you, but it feels like we're back in sync now."
JAKE," Yeah, I mean, as in sync as I've ever been with someone who just shot me."
AMY, I love you.
JAKE," I love you too. Hey, do you happen to know my blood type?"
AMY, Yeah. B positive.
JAKE," Well, guessed wrong. (He pulls a drip from his arm and shouts out the ambulance) Hey, Craig?"
AMY," Oh, no, a memorandum of admonishment?"
JAKE," Hey, everyone. Sorry I'm late. So, what's this secret meeting all about? You guys know I'm not medically cleared for another week."
JAKE, What? Why?
JAKE," C'mon, guys. I think they're kind of cool, retro."
JAKE," Amy, come on. You're digging the tips, right?"
AMY," No, I feel like I'm kissing Vanilla Ice."
JAKE, There was a time you would've jumped at that chance.
JAKE," All right, you guys got me. I did it as a joke. I kept them ironically. Pretty funny, right? I'm just gonna head out."
JAKE, No!
JAKE," Okay, okay. Wait, wait, okay, okay, okay. Stop, stop, stop, stop. I'll admit it. I went too deep down there in Florida. At one point, I think I forgot where the tip of me ended, and the base of the tips began. Before we just chop 'em off, 'would anybody like to say some final words?"
JAKE," That was one word. That counts. Thank you, Rosa. Okay, I'm ready."
JAKE, No! You know what? I do see it. It's bad. It looks bad.
JAKE," Brace yourselves 'cause Jake-y is back. Don't everybody mob me at once. We can high-five one at a time. Oh, I see no response. A little ""welcome back to the precinct"" hazing. Who's behind this cute little prank? Diaz?"
JAKE, Okay.
AMY, I told you. Night shift has everyone a little down.
JAKE, Murderers? Armed robbers?
JAKE," Wow, that's pretty good."
JAKE," Ooh, cyber crime. Pretty cool."
JAKE," Well, we've all been there. But my point is this: I don't care what time it is. I'm always happy to be here. Nine-Nine! Nine-Niiine! A-Noine-Noine! I'm gonna keep doing it until you guys chime in. A-Noine-Noine!"
JAKE, What is wrong with everyone?
JAKE," Sorry, you can deal with your sick dog later, Boyle."
JAKE," Ah, nasal douche. Cool, cool, cool, cool. Very gross. Anyways, I'm back to being a cop. It's all I've thought about for the last six months."
JAKE," But I won't be fully back until I've solved a case, just like old times. And I can't do that without my partner."
JAKE," Lohank? Oh, my God, you look-"
JAKE," I was gonna say ""less sad""."
JAKE," Lohank is happy and confident? Everything's off. Oh, no. We're in the Upside Down."
JAKE," Nuh-uh, I'm not gonna let the night shift win. Me and my main man Boyle are about to solve a case. Isn't that right, Charles?"
JAKE, Kind of sounds like a male escort service.
JAKE, Even worse.
JAKE, Looks like we're going with the Night Boys.
AMY," I can't believe I'm gonna say this, but the night shift is taking all the fun out of paperwork."
AMY, At least we're getting to spend quality time together.
AMY, What? Where are you going? We have to finish this by morning.
AMY, What?
AMY, Then why are you putting your jacket on?
AMY," The nearest pen store is seven blocks away, and it doesn't open until 9:00 a.m. I learned that the hard way. You really think you can lie to me?"
AMY, A-ha! You're lying to me right now. You do think you can lie to me.
AMY, Wait. Hang on. Was that a lie?
JAKE," Ah, our first case. Tasty little B&E just what the doctor ordered. Not actually, she recommended another week of bed rest. I was like, ""Whatever, dorkus"". Ah, check it out: Ducking under police tape. I missed this. Charles!"
JAKE, I got it.
JAKE, What do we got?
JAKE," Okay, I'm thinking classic us. I'm thinking old times. I'm thinking"
JAKE," I love it although Henri went to an elite international school, so he does not speak with an accent."
JAKE," Thank you, okay, so I break the back window, make my way over to the jewelry case. Meanwhile, you're standing lookout by the front door -"
JAKE, Smoking a cigarette. Check it: Ash.
JAKE, What are you doing?
JAKE, Why do all your characters get STDs?
JAKE," All right, so I go to the first case smash steal a bunch of watches. Move over to the second case smash bracelets. But then, we hear a sound, and"
JAKE," And I know what that means because I'm French, but I ask you to repeat it in English, just to be sure."
JAKE," Yes, we gotta get outta here, so we turn to leave, you flick your cigarette. Using the cane, using the cane, this is awesome. Voila! Zee butt."
JAKE, It comes out when he gets excited.
JAKE," Great news, everyone. We just got our first lead on our first case on my first night back, proving once and for all that absolutely nothing has changed."
JAKE," Yeah, so the door changed, sure, but that's it."
JAKE," Well, we have got ourselves a case and a key piece of evidence. We should be wrapping this thing up in no time."
JAKE," But we're gonna work until it's done, right? I mean, that's how we do it."
JAKE," Sure, yeah, not a problem we'll be home by sunup. Just like a couple of sexy ""Twilight"" vampires. I am Robert Pattinson. I vant to turn into a bat. I've never seen the movies."
JAKE," Okay. Crank up the tunes, Boyle. The Night Boys need an anthem. Something dark, something tough, something-"
JAKE, You know what? I'm into it. The night shift won't slow us down.
JAKE, Why is this going so slow? Where is everyone?
JAKE, You know what we're in a bit of a hurry. Can you run this DNA for us?
JAKE, Cool. Yikes not exactly the A-team at this hour.
JAKE," Yep, totally excited to watch five full seasons of television with you, but could you actually run the DNA for us first?"
JAKE, Because I barely know you?
AMY," Oh, welcome back from your third massive break of the night."
AMY, I was being sarcastic. Where do you keep going?
AMY," Tell me, Diaz."
AMY," Come on, tell me."
AMY," Tell me, tell me, tell me, tell me, tell me, tell me"
AMY," Oh, okay."
AMY, Sorry.
AMY," No, that's all right."
AMY, I don't have to hear it.
AMY," No, you can please stop."
AMY, Please stop.
AMY," You're not Australian, Gina."
JAKE," Once we agreed to go to his birthday party, he was actually pretty fast. But, most importantly, we got a DNA match. We're looking for Dave Smith. Sounds like a real piece of crap."
JAKE," Yep, then we bust him, and we'll be done with plenty of time before Nikolaj wakes up."
JAKE," Hm? Nikolaj, yeah, I said it."
JAKE, Nikolaj.
JAKE, Nikolaj.
JAKE, Nikolaj. I feel like I'm saying it. You know what it doesn't matter. Hit me with the music!
JAKE," Hi there, we just need to pull a file-"
JAKE," That's okay, we'll just go to another precinct."
JAKE, Yep.
JAKE, She's going extremely slow.
JAKE, There we go.
JAKE," All right, we'll just go to Five-Four."
JAKE," Hello, hi, please, file now, hurry."
JAKE," May I? Great, let me just get over oh, good lord, that is porn."
JAKE," It is not. No problem, we just close these tabs. You've got a lot of them."
AMY, It's true what they say: Night shift makes for strange bedfellows.
AMY, Ugh. Rosa? What the hell? She said she was in the bathroom again.
AMY," What? Also ew. C'mon, Hitchcock. Busted."
JAKE," Well, he's about to get a visit from the Night Boys. Gah, this stupid limp is slowing me down. Charles, can you-"
JAKE, What?
JAKE," Actually, I'm good. I was just gonna ask if you'd hold my bag."
JAKE, Yeah.
JAKE," Anyways, this is great. We're definitely gonna catch this guy before sunup, and you will be home to see your kid. Oh, no! Son of a bitch."
JAKE, Ah.
JAKE," Cool, it's cool, buddy. Hey, listen, I know you're with your kid, but I checked the file, and our perp's last known address is like two blocks from here."
JAKE," Yes, there's the Charles I know."
JAKE," Tonight? No, Charles, we gotta go now. You saw this guy's rap sheet he was arrested for attempted mur-"
JAKE," Right, tickling. Look, uh, Charles, this guy's a real doodyhead, all right? He tickled once he may tickle again. He might be tickling as we speak. We could be dealing with a serial tickler."
JAKE," So let's just take him with us. Nah, that's crazy or is it just crazy enough to work? Just crazy. Ah, man, it stinks you've gotta watch him it's really messing everything up. I mean, that came out wrong. I love that you have a son it's not messing everything up. Just messing up our ability to solve the case and have fun. Ah, you know what I mean. I'm a nice guy I'm in the right. I'll just go myself. Bye, Nikolaj."
JAKE," Yeah, whatever. See ya."
AMY," Cool, maybe we can mill around and small talk about how some of us are big lying liars who lie all the time like a bunch of liars, Rosa."
AMY," Hey, I saw you earlier. You weren't in the bathroom. You were on a park bench playing on your phone. Yeah, you left me to do everything while I thought you were pooping. I wish you were pooping. I wish to God."
AMY," Oh, Rosa, crying, don't know what to do. Pat, pat. This feels wrong."
AMY," Maybe he's deep undercover, or he doesn't remember who he is, or maybe he's dead."
AMY," No, Diaz, wait maybe he's just really, really injured. Come on, Amy."
JAKE," All right, Fiske, Jones, Thompkins- Smith. Smith. Whoa, hey, NYPD, freeze! Slow down! This isn't fair! I have a cane. Stop, stop, stop, stop, stop, stop, stop, stop. NYPD. NYPD. I need to commandeer this vehicle."
JAKE, I'm a cop can you please get out of the car?
JAKE, I'm not a thug I'm police.
JAKE, Don't kill people.
JAKE," Look, can you please just get out?"
JAKE, Right.
JAKE," Doesn't matter to me, a perp is getting away. Oh, it's very hot."
JAKE, What who cares about the state's capital? This is the concrete jungle where dreams are made of. That doesn't sound right where dreams are made of?
JAKE," It's grammatically odd. Whatever, I'm sure wherever you're from has strange songs written about it, too."
JAKE," Damn it, all the songs there are so good."
JAKE, I'm chasing a criminal. Your soup is not important.
JAKE, You know that's not what the oath is about. You're making a point you don't even believe in.
JAKE, Damn it! He got away.
JAKE, My thing. Very clearly my thing.
AMY," Because you told us that you're miserable, too. And that means you'll fight to get us off the night shift, right?"
JAKE," It's the Night Boys, and why did I correct you? I would've preferred ""Bros."""
JAKE, No.
JAKE," It's not the night shift, okay? I found the perp, and I would've taken him down, but I'm hobbled, and I didn't have a partner because ever since Boyle had a son, that's all he can focus on."
JAKE," No, I'm just mad because I'm working the night shift, and I have to use a cane, and, yes, the one thing I could always count on no matter what Boyle being there for me is also gone."
JAKE, That's so gross.
JAKE," Ugh, ""amigo"". All right, fine, yes, I'll admit it, it is pretty cool. Boyle's wanted it for a very long time. I guess I haven't actually spent that much time with Nikolaj yet."
JAKE," Man, am I seriously about to take emotional advice from Lohank?"
AMY," Hey, I'm really sorry. I shouldn't have said that about Pimento. I'm sure he's gonna come back."
AMY," Look, when Jake was in witness protection, and I didn't know when he was ever coming back, you were always there when I needed to vent. So, I'll do your paperwork, and if you ever want company on that bench, I'm there."
AMY," Okay, got it. You know what I'll just start with this stack right here. Thanks, Rosa, okay, good talk."
JAKE," No, uh, he actually got away."
JAKE," Ah, it's all right. It's the day shift's problem now."
JAKE, Honestly Lohank kind of talked some sense into me.
JAKE," Yeah, it was so gross, but I want to apologize."
JAKE," Hey, little man."
JAKE," You wanna know something cool? A truck just like this almost killed me today. Uh, kissed me, almost kissed me. Anyway, let's get some trash in this thing am I right?"
JAKE, Yeah. I am silly.
AMY," Attention, squad."
AMY, It's a workplace. I wanted to be respectful.
AMY," As I was saying, it's time for round four of the Halloween Heist"
JAKE," What's up, Nine-Nine? Jake Peralta here to tell you that tonight is the night for the Halloween-"
JAKE," What? Ames, what are you doing? I always announce the heist."
AMY, Exercising my right to announce the heist as the defending champion.
JAKE, Defending champion. The only reason you won is 'cause no one knew you were even playing. It was a pathetic act of pure cowardice.
JAKE," Not tonight, she isn't. Although don't kiss anyone else. I love you so much. Now, then, this one's for all-"
JAKE, Such a dork.
AMY, So cool.
JAKE," Yeah, well, this has-been has been with yo' mama all week. Sorry, I feel like I crossed a line; I apologize."
JAKE," This year's Halloween Heist is a three-way tiebreaker to determine the champion of champions. We'll be playing for this: a plaque that reads, ""The Ultimate Detective/Genius""."
AMY, It's fun to see you so passionate.
JAKE, Huh. Is it weird that that turned me on a little bit? Doesn't matter. But let's move on. The plaque will be held in this.
AMY, Is that my childhood caboodle?
JAKE," It most certainly is, but don't worry. I removed the scrunchies, old report cards, and photos of young Al Gore. I'm better-looking than him anyway."
JAKE," Okay, stings a little bit. It will be secured with this brand-new lock. Hitchcock, if you would do the honors. There you are."
JAKE," Nope, don't ever need it back. Now, then, locking the caboodle."
JAKE," Right, and what is the name of the store at the mall that sells the sticky pastries?"
JAKE," Yeah, that was it. Thanks. Continue."
JAKE, Interesting. Interesting.
AMY," Oh, Terry, Terry, Terry."
JAKE," If you have nothing to hide, then I'm sure you won't mind me asking Hitchcock and Scully to keep an eye on you."
JAKE," Great! It's now time to choose from the remaining players. Amy, since you're last year's champion, you go first."
AMY, I choose Rosa.
JAKE, What?
JAKE," Absolutely not. I'm just surprised, because you have such a strong connection with Gina. But I'm glad she's on my team. I had absolutely nothing planned for Charles."
JAKE, I totally planned everything for Charles. This is a nightmare!
JAKE, Roller-skate like an angel.
JAKE, I have definitely forgotten that.
JAKE," Except look exactly like the body double I got for him. Bill, you can come out now."
AMY,So I believe the key to good teamwork is an equal exchange of ideas-
AMY," Okay, but it's not a binder. It's a virtual binder, and it's encrypted on this flash drive."
AMY, Inside the key chain. It's a frickin' hologram.
JAKE," As expected, all eyes are on the caboodle. It's go time. Now, Gina."
JAKE," Looks like nobody's onto us. Go, Gina! So, Bill, do you have a real job or-"
JAKE," Hmm, strange, the random person I hired off the streets of Brooklyn is a weirdo."
JAKE," Hmm? Nothing. There she goes. Now, Bill, the key here is that I came in before work and replaced the door handles with ones that lock from the outside. Pretty smart. All right, Bill. The time is now. Show your face. Show your face to the world!"
JAKE," And here comes Jake! Whoo! Welcome to the big show. I was gonna sneak the plaque out without anybody knowing, but then I thought so much more fun to make you watch. Now enjoy as I steal the plaque of destiny. Ah, trying to pick the lock, El Capitán? That'll take at least three minutes, by which time I will have hidden this plaque somewhere you will never find it. Voilà. Of course, you could break the window, but you would never knowingly destroy government property, would you? Whoop! Well, misread that one."
JAKE," Oh! Gina, are you okay?"
JAKE," Totally, girl! You look good!"
JAKE," I'm so sorry, Gina. It should have been Charles on those skates."
JAKE," Yeah, none. All right, Gina, get your stuff. I'm taking you to the dentist."
AMY," With all due respect, sir, I don't think that's the best idea. The blood is dry. We can just clean it up after."
JAKE," Ah, I love tonight. However, there is the small issue of me losing my partner. Now, Terry, I know that you were upset that no one picked you earlier."
JAKE," Regardless, please be my partner, please, please, please, please, please, please."
JAKE," You're dumb, and I have heist to do. Overreacted. Damn it! You know what? Forget Terry. At the time of the accident, my team had the plaque, so I will just grab it and give myself a four-minute head start."
JAKE," What? But my team had it. Charles, tell him."
JAKE," Charles, what are you saying?"
AMY," You used their code names. You read the plans, addenda and all!"
AMY," And you didn't make fun of me for basing it all on ""The Baby-Sitters Club""."
AMY, You did?
AMY, I am! It's true!
JAKE," Thanks for coming back, Bill. I really needed a teammate."
JAKE, Yeah. You can take the wig off if you want.
JAKE," Could you stop saying that, Bill? It's making me a little uncomfortable."
JAKE," Whoa, whoa, whoa, whoa, whoa. Holt hates pizza. He's trying to distract us."
JAKE," Bill is not a male prostitute, I don't think."
AMY, What's going on?
AMY, Which one of you bozos did this?
JAKE, Us? You know how much planning it takes to get this many pizza guys here at the same time? A binder full of planning. This has Amy written all over it.
AMY," If I had done this, it would say ""Captain Raymond Holt"". I'm not going to disrespect you, sir, even for the sake of the heist."
AMY, You're not leaving my sight.
JAKE," Bill, can you see what's going on? Do you have eyes on Charles and Rosa?"
JAKE, Hitchcock! Scully! Follow Terry!
JAKE, Aah! I'm getting bounced around like a pinball!
AMY, This is madness!
JAKE," Everyone with a pizza, get out of here! The caboodle!"
AMY, The caboodle!
JAKE," I know one of you took the plaque. And I swear on my living mother's future grave, I'm not gonna let you get away with it."
